run_name,selection,selected_forget_chunks,train_chunk_count,eval_chunk_count,training_seconds,base_anchor_recall,unlearn_anchor_recall,anchor_recall_delta,base_hp_perplexity,unlearn_hp_perplexity,hp_perplexity_delta,base_control_perplexity,unlearn_control_perplexity,control_perplexity_delta,run_dir
emotion_20260505_152828,emotion,500,6586,732,568.0682853700127,0.0815868864209221,0.041645388709508756,-0.039941497711413344,6.8493386494406705,9.850369121795245,3.001030472354574,12.895904748065307,13.823462512447357,0.9275577643820494,selective_unlearning_runs/emotion_20260505_152828
random_20260505_154106,random,259,6586,732,294.5147820339771,0.07762289046798573,0.03655577641962253,-0.041067114048363204,6.8493386494406705,9.472487730753432,2.6231490813127616,12.895904748065307,13.356098090143805,0.4601933420784974,selective_unlearning_runs/random_20260505_154106
surprisal_20260505_152829,surprisal,500,6586,732,569.232893102977,0.08696518570680635,0.0453470117612257,-0.04161817394558065,6.8493386494406705,10.164053328051363,3.3147146786106925,12.895904748065307,13.955461451256769,1.0595567031914612,selective_unlearning_runs/surprisal_20260505_152829
