run_name,results_dir,selection,selected_forget_chunks,train_chunk_count,eval_chunk_count,training_seconds,base_anchor_recall,unlearn_anchor_recall,anchor_recall_delta,base_hp_perplexity,unlearn_hp_perplexity,hp_perplexity_delta,base_control_perplexity,unlearn_control_perplexity,control_perplexity_delta,run_dir
emotion,results/bible,emotion,500,2372,264,840.8583064600007,0.14176801494896124,0.054214218787748195,-0.08755379616121305,1.1896587501487799,6.98608000882198,5.7964212586732,12.895904748065307,13.306295719746263,0.41039097168095573,selective_unlearning_runs/bible/emotion
random,results/bible,random,500,2372,264,830.8847004960007,0.14855372560016522,0.05941944123987468,-0.08913428436029054,1.1896587501487799,7.23659925627286,6.04694050612408,12.895904748065307,13.251547169509807,0.3556424214445002,selective_unlearning_runs/bible/random
surprisal,results/bible,surprisal,500,2372,264,847.8019877720017,0.15790588575511177,0.06511218391171951,-0.09279370184339227,1.1896587501487799,7.474431984609307,6.284773234460527,12.895904748065307,13.348308277992688,0.45240352992738053,selective_unlearning_runs/bible/surprisal
