run_name,results_dir,selection,selected_forget_chunks,train_chunk_count,eval_chunk_count,training_seconds,base_anchor_recall,unlearn_anchor_recall,anchor_recall_delta,base_hp_perplexity,unlearn_hp_perplexity,hp_perplexity_delta,base_control_perplexity,unlearn_control_perplexity,control_perplexity_delta,run_dir
emotion,results/hp,emotion,500,3293,366,877.7933851239977,0.06641264212748531,0.03698499158963248,-0.02942765053785283,3.2485676834999246,4.4742625660716335,1.2256948825717089,12.895904748065307,13.60207803891398,0.7061732908486729,selective_unlearning_runs/hp/emotion
random,results/hp,random,500,3293,366,855.0058539149995,0.06261859036462053,0.03383702108296014,-0.02878156928166039,3.2485676834999246,4.407420087289979,1.1588524037900543,12.895904748065307,13.611748822726941,0.7158440746616339,selective_unlearning_runs/hp/random
surprisal,results/hp,surprisal,500,3293,366,855.5888306849993,0.07362153848263481,0.036917074726894976,-0.03670446375573983,3.2485676834999246,4.53816459337604,1.2895969098761153,12.895904748065307,13.610385867566757,0.7144811195014498,selective_unlearning_runs/hp/surprisal
